,Unnamed: 0,DR Number,Date Reported,Date Occurred,Time Occurred,Area ID,Area Name,Reporting District,Crime Code,Crime Code Description,MO Codes,Victim Age,Victim Sex,Victim Descent,Premise Code,Premise Description,Weapon Used Code,Weapon Description,Status Code,Status Description,Address,Cross Street,Location ,Year
131269,1563089,170913618,07/07/2017,07/07/2017,1150,9,Van Nuys,916,624,BATTERY - SIMPLE ASSAULT,2000 1241 0416,28.0,M,H,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,HAZELTINE                    AV,VANOWEN,"(34.1939, -118.44)",2017
131278,1563098,170914089,07/14/2017,07/14/2017,1200,9,Van Nuys,914,624,BATTERY - SIMPLE ASSAULT,0400 0554,58.0,M,B,108.0,PARKING LOT,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,SHERMAN                      WY,SEPULVEDA                    BL,"(34.2012, -118.4662)",2017
131285,1563105,170914289,07/20/2017,07/18/2017,1200,9,Van Nuys,901,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0416 0446 0305,43.0,F,O,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,SEPULVEDA                    BL,SHERMAN                      WY,"(34.2012, -118.4662)",2017
131315,1563136,170915459,08/14/2017,08/11/2017,900,9,Van Nuys,926,624,BATTERY - SIMPLE ASSAULT,1218 0417 2004,45.0,M,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,GILMORE,TYRONE,"(34.1877, -118.4444)",2017
131333,1563154,170915477,08/11/2017,07/14/2017,2300,9,Van Nuys,943,121,"RAPE, FORCIBLE",0527 0537 1018 1300 1817 1206 1262,34.0,F,B,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,SYLMAR                       AV,KILLION                      ST,"(34.1721, -118.4463)",2017
131338,1563161,170915507,08/13/2017,08/13/2017,1900,9,Van Nuys,926,626,INTIMATE PARTNER - SIMPLE ASSAULT,0400 2000,54.0,F,W,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,TYRONE                       AV,GILMORE                      ST,"(34.1877, -118.4444)",2017
131376,1563202,170915422,08/12/2017,08/12/2017,620,9,Van Nuys,906,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0605 1822 1310 0302,52.0,M,B,101.0,STREET,109.0,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,VAN NUYS                     BL,SHERMAN                      WY,"(34.2012, -118.4487)",2017
131382,1563208,170915607,08/14/2017,08/13/2017,2100,9,Van Nuys,943,624,BATTERY - SIMPLE ASSAULT,0416 0446,32.0,M,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,OXNARD                       ST,HAZELTINE,"(34.1794, -118.44)",2017
131412,1563239,170915726,08/18/2017,08/18/2017,130,9,Van Nuys,923,920,KIDNAPPING - GRAND ATTEMPT,0400,29.0,F,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,VANOWEN                      ST,NOBLE                        AV,"(34.1939, -118.4618)",2017
131417,1563244,171000751,06/01/2017,06/01/2017,2030,10,West Valley,1049,122,"RAPE, ATTEMPTED",0305 0334 0355 0362 0421 0417 0448 1402 1414 0418,23.0,F,H,101.0,STREET,515.0,PHYSICAL PRESENCE,IC,Invest Cont,BURBANK                      BL,WOODLEY                      AV,"(34.1717, -118.4757)",2017
131422,1563249,171000817,07/20/2017,07/20/2017,2030,10,West Valley,1061,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",2004 1414 1218 0446 0329 0913 0400 0416 0417,46.0,F,W,108.0,PARKING LOT,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,TAMPA                        AV,VENTURA                      BL,"(34.1727, -118.5535)",2017
131427,1563254,171005006,01/23/2017,01/23/2017,140,10,West Valley,1018,121,"RAPE, FORCIBLE",0913 1309 1802 0515 0526 0510 1415 1402,27.0,F,H,104.0,DRIVEWAY,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,STAGG,GLORIA,"(34.2121, -118.4793)",2017
131431,1563258,171006535,02/26/2017,02/24/2017,1345,10,West Valley,1091,121,"RAPE, FORCIBLE",1415 0526 0516 0942 1501 0503 0509 0527 0537,18.0,F,W,101.0,STREET,515.0,PHYSICAL PRESENCE,IC,Invest Cont,CITRUS RIDGE                 CT,CORBIN,"(34.1629, -118.5622)",2017
131432,1563259,171006918,03/06/2017,03/06/2017,615,10,West Valley,1011,761,BRANDISH WEAPON,1402 0302 0334 1212,38.0,M,W,101.0,STREET,102.0,HAND GUN,AA,Adult Arrest,TAMPA,WYANDOTTE,"(34.203, -118.5535)",2017
131450,1563278,171011400,06/07/2017,06/07/2017,1800,10,West Valley,1023,761,BRANDISH WEAPON,0919 0202 0421 0334,32.0,M,O,101.0,STREET,101.0,REVOLVER,AO,Adult Other,SHERMAN                      WY,TAMPA,"(34.2012, -118.5535)",2017
131464,1563292,171014012,08/07/2017,08/07/2017,130,10,West Valley,1005,110,CRIMINAL HOMICIDE,0906 1100 0395 0430,18.0,M,H,101.0,STREET,102.0,HAND GUN,AA,Adult Arrest,CANTARA                      ST,ZELZAH                       AV,"(34.2188, -118.5237)",2017
131509,1563339,171013927,08/04/2017,08/04/2017,830,10,West Valley,1001,220,ATTEMPTED ROBBERY,1822 0411 0216,26.0,F,W,101.0,STREET,207.0,OTHER KNIFE,IC,Invest Cont,TAMPA                        AV,ROSCOE                       BL,"(34.2205, -118.5536)",2017
131521,1563353,171014255,08/11/2017,08/11/2017,1340,10,West Valley,1063,624,BATTERY - SIMPLE ASSAULT,0448 0444 1822 1420 0910 0319,51.0,F,O,801.0,MTA BUS,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,RESEDA                       BL,COLLINS                      ST,"(34.1682, -118.5406)",2017
131562,1563394,171014328,08/13/2017,08/13/2017,1030,10,West Valley,1049,850,INDECENT EXPOSURE,1420 0528 0529,57.0,M,W,109.0,PARK/PLAYGROUND,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,BURBANK                      BL,WOODLEY                      AV,"(34.1717, -118.4757)",2017
131586,1563419,171014380,08/14/2017,08/14/2017,2150,10,West Valley,1004,623,BATTERY POLICE (SIMPLE),2004 2001 2002 1212 0417,41.0,M,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,SATICOY,CHIMINEAS,"(34.2084, -118.5284)",2017
131631,1563466,171014541,08/16/2017,08/16/2017,1110,10,West Valley,1075,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,1822 0443 0319,49.0,M,W,101.0,STREET,511.0,VERBAL THREAT,IC,Invest Cont,AVENIDA ORIENTE,LINNET                       ST,"(34.1657, -118.5317)",2017
131651,1563486,171014617,08/17/2017,08/17/2017,345,10,West Valley,1001,623,BATTERY POLICE (SIMPLE),1212 0417,37.0,F,H,108.0,PARKING LOT,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,SATICOY                      ST,TAMPA                        AV,"(34.2084, -118.5535)",2017
131675,1563511,171108060,03/26/2017,03/24/2017,2140,11,Northeast,1179,624,BATTERY - SIMPLE ASSAULT,0416 0429,54.0,F,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,FIGUEROA,MARMION                      WY,"(34.091, -118.2113)",2017
131687,1563523,171111021,05/25/2017,05/25/2017,1308,11,Northeast,1145,761,BRANDISH WEAPON,0334 1309 0919 0302,22.0,M,H,101.0,STREET,102.0,HAND GUN,IC,Invest Cont,GOLDEN STATE                 FY,GLENDALE                     FY,"(34.1023, -118.2499)",2017
131689,1563525,171111086,05/27/2017,05/27/2017,10,11,Northeast,1179,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0416 0305,27.0,M,H,102.0,SIDEWALK,312.0,PIPE/METAL PIPE,IC,Invest Cont,AVENUE 41,FIGUEROA                     ST,"(34.0929, -118.2098)",2017
131690,1563526,171111136,05/28/2017,05/28/2017,205,11,Northeast,1181,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1402 0400 0446 0417 0342,25.0,M,B,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,SUNSET                       BL,RESERVOIR                    ST,"(34.0808, -118.2655)",2017
131701,1563537,171112570,06/25/2017,06/24/2017,1800,11,Northeast,1141,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0400,25.0,F,W,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,VERMONT                      AV,MELBOURNE                    ST,"(34.1036, -118.2918)",2017
131707,1563543,171112935,07/02/2017,07/01/2017,2035,11,Northeast,1143,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0432 0443 1300,29.0,M,H,101.0,STREET,511.0,VERBAL THREAT,IC,Invest Cont,HYPERION,GRIFFITH PARK,"(34.1068, -118.2723)",2017
131711,1563547,171113614,07/15/2017,07/15/2017,200,11,Northeast,1102,210,ROBBERY,0429 1223 0344,28.0,M,W,149.0,RIVER BED*,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,GOLDEN STATE                 FY,COLORADO,"(34.1367, -118.2713)",2017
131714,1563550,171113654,07/16/2017,07/16/2017,120,11,Northeast,1151,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1100 1501 1310 1312 0399 0302 0432 0450,31.0,F,W,101.0,STREET,102.0,HAND GUN,AA,Adult Arrest,HOLLYWOOD                    BL,ALEXANDRIA                   AV,"(34.1018, -118.2984)",2017
131715,1563551,171113656,07/16/2017,07/16/2017,120,11,Northeast,1151,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1501,24.0,M,W,101.0,STREET,102.0,HAND GUN,AA,Adult Arrest,HOLLYWOOD                    BL,ALEXANDRIA                   AV,"(34.1018, -118.2984)",2017
131728,1563564,171114689,08/05/2017,08/05/2017,1100,11,Northeast,1162,624,BATTERY - SIMPLE ASSAULT,0400 0416,49.0,F,W,116.0,OTHER/OUTSIDE,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,VERMONT,SANTA MONICA                 BL,"(34.0909, -118.2917)",2017
131755,1563592,171114947,08/11/2017,08/10/2017,1500,11,Northeast,1123,624,BATTERY - SIMPLE ASSAULT,0400 1601 0444,26.0,M,O,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,LOS FELIZ,REVERE,"(34.126, -118.2638)",2017
131813,1563654,171115009,08/13/2017,08/13/2017,1317,11,Northeast,1117,626,INTIMATE PARTNER - SIMPLE ASSAULT,0416 1821 2000,34.0,M,A,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,EAGLE ROCK,CHICKASAW,"(34.1294, -118.2108)",2017
131823,1563664,171115006,08/13/2017,08/13/2017,410,11,Northeast,1183,624,BATTERY - SIMPLE ASSAULT,0416 1278,33.0,M,W,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,LAKE SHORE,SCOTT,"(34.0813, -118.2585)",2017
131824,1563665,171115007,08/13/2017,08/13/2017,410,11,Northeast,1183,624,BATTERY - SIMPLE ASSAULT,2014 0444,27.0,F,W,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,SCOTT,LAKE SHORE,"(34.0813, -118.2585)",2017
131839,1563680,171115068,08/15/2017,08/14/2017,830,11,Northeast,1149,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0421 0447 0913 0906,52.0,M,H,102.0,SIDEWALK,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,AVENUE 52,FIGUEROA                     ST,"(34.1052, -118.1987)",2017
131854,1563696,171115099,08/15/2017,08/15/2017,800,11,Northeast,1138,624,BATTERY - SIMPLE ASSAULT,0416 0446 0417,63.0,M,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,FIGUEROA,PIEDMONT                     AV,"(34.1144, -118.1854)",2017
131867,1563710,171115137,08/16/2017,08/12/2017,600,11,Northeast,1158,210,ROBBERY,0417 0444 0448 1202 0400 1601,71.0,M,H,101.0,STREET,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,N  FIGUEROA                     ST,MARMION                      WY,"(34.091, -118.2113)",2017
131868,1563711,171115139,08/16/2017,08/16/2017,1030,11,Northeast,1101,330,BURGLARY FROM VEHICLE,0344 1609 0358 1307,28.0,M,A,109.0,PARK/PLAYGROUND,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,WESTERN CANYON               RD,W  OBSERVATORY                  RD,"(34.1237, -118.3018)",2017
131894,1563738,171115225,08/17/2017,08/17/2017,1630,11,Northeast,1115,624,BATTERY - SIMPLE ASSAULT,0416 1259,41.0,F,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,MOUNT ROYAL,COLORADO,"(0, 0)",2017
131898,1563742,171115217,08/17/2017,08/17/2017,1700,11,Northeast,1132,860,BATTERY WITH SEXUAL CONTACT,0448 0551,31.0,M,W,101.0,STREET,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,RIVERSIDE                    DR,HYPERION                     AV,"(34.1126, -118.2677)",2017
131911,1563757,171200946,08/12/2017,07/19/2017,200,12,77th Street,1268,121,"RAPE, FORCIBLE",0342 0344 0326 0527 0305 0448 0429 0409 0526 1402,21.0,F,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,MAIN                         ST,83RD                         ST,"(33.9642, -118.2739)",2017
131915,1563761,171210274,03/28/2017,03/28/2017,1500,12,77th Street,1251,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1814 0416 0446,36.0,F,B,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,71ST                         ST,10TH                         AV,"(33.9757, -118.328)",2017
131929,1563775,171212754,05/02/2017,05/02/2017,1550,12,77th Street,1218,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0416 0445 1251 1259 0202 0305 0913 0340,15.0,M,H,102.0,SIDEWALK,303.0,BRASS KNUCKLES,IC,Invest Cont,53RD                         ST,VERMONT,"(33.9941, -118.2915)",2017
131936,1563782,171213977,05/19/2017,05/19/2017,2030,12,77th Street,1215,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1814 0448 0426 0340 0337 0444,19.0,F,H,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,54TH                         ST,VERMONT                      AV,"(33.9932, -118.2915)",2017
131937,1563783,171214109,05/22/2017,05/22/2017,200,12,77th Street,1203,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1407 1100 0430 1822 1309 1310 1300 0399 0342 0906,27.0,F,B,101.0,STREET,102.0,HAND GUN,IC,Invest Cont,51ST                         ST,WESTERN                      AV,"(33.9969, -118.3089)",2017
131943,1563789,171215645,06/09/2017,06/09/2017,1750,12,77th Street,1266,623,BATTERY POLICE (SIMPLE),1212 0917 1309 0416 0446,16.0,M,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,79TH                         ST,HOOVER                       AV,"(33.9678, -118.2871)",2017
131946,1563792,171215964,06/14/2017,06/14/2017,1445,12,77th Street,1232,210,ROBBERY,0344 0342 1309 0355 0334 0449 1824 0448 0370 0216,14.0,M,B,103.0,ALLEY,102.0,HAND GUN,IC,Invest Cont,WEST                         BL,60TH,"(33.9854, -118.3352)",2017
131956,1563802,171219346,07/30/2017,07/30/2017,915,12,77th Street,1232,350,"THEFT, PERSON",0346 0336 1313 0380 0326 0342 0352 1310,34.0,F,B,108.0,PARKING LOT,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,8TH                          AV,SLAUSON,"(33.9891, -118.3264)",2017
131963,1563809,171217592,07/06/2017,07/06/2017,2145,12,77th Street,1257,626,INTIMATE PARTNER - SIMPLE ASSAULT,1813 1814 2000 0416 1305,27.0,F,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,78TH                         ST,FLOWER                       ST,"(33.9689, -118.2813)",2017
132021,1563868,171220165,08/09/2017,08/09/2017,2000,12,77th Street,1251,210,ROBBERY,0344 0448 1822 1309 0421,67.0,F,B,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,71ST                         ST,CRENSHAW                     BL,"(33.9757, -118.3309)",2017
132029,1563877,171219711,07/27/2017,07/25/2017,645,12,77th Street,1259,624,BATTERY - SIMPLE ASSAULT,0416 1310 0421 0605 1309 0913,36.0,M,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,79TH                         ST,AVALON                       BL,"(33.9675, -118.2651)",2017
132056,1563904,171220193,07/26/2017,07/16/2017,2000,12,77th Street,1218,624,BATTERY - SIMPLE ASSAULT,0401 0360 1258,13.0,F,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,54TH,FIGUEROA,"(33.9933, -118.2827)",2017
132062,1563910,171220204,08/08/2017,08/08/2017,1430,12,77th Street,1269,350,"THEFT, PERSON",0336 0346 0352 1822,45.0,F,H,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,84TH                         PL,AVALON                       BL,"(33.962, -118.2651)",2017
132072,1563920,171220258,08/11/2017,08/11/2017,1745,12,77th Street,1213,210,ROBBERY,1822 0344 0400 1309 1259,15.0,F,H,124.0,BUS STOP,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,54TH                         ST,VAN NESS                     AV,"(33.9932, -118.3171)",2017
132079,1563927,171220288,08/11/2017,08/10/2017,2230,12,77th Street,1255,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1243 1813 0400,29.0,F,B,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,76TH                         ST,NORMANDIE                    AV,"(33.971, -118.3003)",2017
132081,1563929,171220292,08/12/2017,08/12/2017,1100,12,77th Street,1249,210,ROBBERY,0342 0202 1822 1309 1310 0416 0446 0417 0344 0377,23.0,F,B,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,65TH                         ST,FIGUEROA,"(33.9807, -118.2827)",2017
132092,1563940,171220312,08/12/2017,08/10/2017,1930,12,77th Street,1268,210,ROBBERY,1822 0342 0390 0344 0411,24.0,F,H,124.0,BUS STOP,207.0,OTHER KNIFE,IC,Invest Cont,83RD                         ST,BROADWAY,"(33.9642, -118.2783)",2017
132093,1563941,171220315,08/13/2017,08/13/2017,410,12,77th Street,1266,210,ROBBERY,0342 1822 0216 0344 1309 0302 0355 0305 1312,35.0,M,H,101.0,STREET,102.0,HAND GUN,IC,Invest Cont,82ND                         ST,FLOWER                       ST,"(33.9651, -118.2812)",2017
132094,1563942,171220316,08/12/2017,08/12/2017,1745,12,77th Street,1259,910,KIDNAPPING,0418 0906 2000 1814 1310 1313 1258 1251 1305 1312,12.0,F,H,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",JA,Juv Arrest,SAN PEDRO                    ST,76TH                         ST,"(33.9713, -118.2695)",2017
132095,1563943,171220317,08/12/2017,08/12/2017,455,12,77th Street,1269,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0411 1300 0913,44.0,M,H,101.0,STREET,207.0,OTHER KNIFE,AA,Adult Arrest,79TH                         ST,CENTRAL                      AV,"(33.9675, -118.2564)",2017
132096,1563944,171220324,08/13/2017,08/13/2017,245,12,77th Street,1249,210,ROBBERY,1310 1822 0302 0342 1311 0344 0352 0354 0421 0216,37.0,M,H,101.0,STREET,109.0,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,71ST                         ST,FIGUEROA                     ST,"(33.9756, -118.2827)",2017
132102,1563950,171220343,08/12/2017,08/12/2017,1930,12,77th Street,1266,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1823 1309 1276 0416 0444 0429,21.0,F,B,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,81ST                         ST,FIGUEROA                     ST,"(33.966, -118.2827)",2017
132106,1563954,171220353,08/13/2017,08/13/2017,1540,12,77th Street,1209,210,ROBBERY,0342 1822 1309 0344 0334 0302 0377 0312 0355,17.0,M,H,101.0,STREET,109.0,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,FIGUEROA                     ST,48TH,"(33.9992, -118.2827)",2017
132111,1563959,171220361,08/13/2017,08/13/2017,815,12,77th Street,1253,901,VIOLATION OF RESTRAINING ORDER,2000 0444 1813 0448,27.0,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,GRAMERCY,FLORENCE,"(33.9746, -118.3134)",2017
132113,1563961,171220364,08/13/2017,08/13/2017,1110,12,77th Street,1266,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0906 0421 1809 1270 0446 0416 0429 0334 0302 0449,29.0,M,H,101.0,STREET,102.0,HAND GUN,IC,Invest Cont,GRAND                        AV,80TH                         ST,"(33.9669, -118.2804)",2017
132119,1563967,171220373,08/13/2017,08/13/2017,1530,12,77th Street,1273,210,ROBBERY,2000 1813 0448 0408 0344 1402,24.0,F,B,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,MANCHESTER                   AV,WESTERN                      AV,"(33.96, -118.309)",2017
132138,1563988,171220210,08/10/2017,08/10/2017,730,12,77th Street,1232,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0443 1266 0359 0319,37.0,M,B,203.0,OTHER BUSINESS,511.0,VERBAL THREAT,AO,Adult Other,SLAUSON,WEST,"(33.989, -118.3352)",2017
132150,1564002,171220388,08/12/2017,08/12/2017,2030,12,77th Street,1293,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1822,62.0,M,W,210.0,RESTAURANT/FAST FOOD,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,CENTURY                      BL,WESTERN                      AV,"(33.9455, -118.309)",2017
132152,1564004,171220266,08/11/2017,08/10/2017,1700,12,77th Street,1245,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 1813 0416 0446 0400 0913,19.0,F,B,109.0,PARK/PLAYGROUND,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,67TH,NORMANDIE,"(33.9785, -118.3003)",2017
132157,1564009,171220396,08/14/2017,08/14/2017,150,12,77th Street,1242,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 1813 2004 0416 0429 0445 0421,39.0,F,B,101.0,STREET,312.0,PIPE/METAL PIPE,AO,Adult Other,62ND                         ST,VAN NESS                     AV,"(33.9818, -118.3221)",2017
132159,1564011,171220400,08/13/2017,08/13/2017,1950,12,77th Street,1269,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0913 0421 0429 0416,40.0,M,H,102.0,SIDEWALK,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,MANCHESTER                   AV,MCKINLEY                     AV,"(33.9602, -118.2608)",2017
132162,1564014,171220406,08/13/2017,08/13/2017,2040,12,77th Street,1207,624,BATTERY - SIMPLE ASSAULT,0603 1202 0416,68.0,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,49TH                         ST,HOOVER,"(33.9987, -118.2871)",2017
132163,1564015,171220409,08/13/2017,08/13/2017,2040,12,77th Street,1207,624,BATTERY - SIMPLE ASSAULT,0603 0416,38.0,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,49TH                         ST,HOOVER,"(33.9987, -118.2871)",2017
132167,1564019,171220418,08/13/2017,08/13/2017,2030,12,77th Street,1251,624,BATTERY - SIMPLE ASSAULT,0342 1309 1251 1259 1822 0416 0446,14.0,F,B,108.0,PARKING LOT,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,FLORENCE                     AV,8TH                          AV,"(33.9746, -118.3265)",2017
132176,1564028,171220430,08/14/2017,08/13/2017,730,12,77th Street,1248,210,ROBBERY,0344,19.0,M,H,101.0,STREET,102.0,HAND GUN,IC,Invest Cont,VERMONT,GAGE,"(33.9822, -118.2915)",2017
132178,1564030,171220442,08/14/2017,08/14/2017,2100,12,77th Street,1242,210,ROBBERY,0346 0334 0305 0216 0212 0353 0302 0355,24.0,M,H,101.0,STREET,109.0,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,7TH                          AV,64TH,"(33.9818, -118.3245)",2017
132185,1564037,171220460,08/14/2017,08/14/2017,2300,12,77th Street,1208,626,INTIMATE PARTNER - SIMPLE ASSAULT,0400 0416 0446 1813 1814 2000,24.0,M,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,HOOVER                       ST,VERNON                       BL,"(34.0027, -118.2871)",2017
132190,1564042,171220472,08/14/2017,08/13/2017,100,12,77th Street,1249,210,ROBBERY,0344 0216 1822 0342 1310,30.0,M,B,101.0,STREET,106.0,UNKNOWN FIREARM,IC,Invest Cont,FIGUEROA                     ST,FLORENCE                     AV,"(33.9747, -118.2827)",2017
132191,1564043,171220473,08/15/2017,08/15/2017,236,12,77th Street,1249,210,ROBBERY,0344 0216 1822 0342 1310 0302 0337 1302,35.0,M,W,101.0,STREET,102.0,HAND GUN,IC,Invest Cont,FLOWER                       ST,64TH                         ST,"(33.9814, -118.2813)",2017
132193,1564046,171220478,08/14/2017,08/14/2017,1500,12,77th Street,1241,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1402 1252 0917 0444 0447 0416 0327 0342 1203,30.0,F,H,101.0,STREET,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,HYDE PARK                    BL,11TH                         AV,"(33.9806, -118.3294)",2017
